MarketingSegments,MarketingSegments2,MarketingSegments3,CalendarDateColumn,Leads,Temp
B,a,x,2019-06-20,390.339922066778,2021-12-22T04:41:27.012024Z
B,a,x,2019-06-21,220.969462115318,2021-12-22T04:41:27.012024Z
B,a,x,2019-06-22,146.54748737812,2021-12-22T04:41:27.012024Z
B,a,x,2019-06-23,117.920364346355,2021-12-22T04:41:27.012024Z
B,a,x,2019-06-24,377.673465199769,2021-12-22T04:41:27.012024Z
B,a,x,2019-06-25,198.74823866412,2021-12-22T04:41:27.012024Z
B,a,x,2019-06-26,244.704223703593,2021-12-22T04:41:27.012024Z
B,a,x,2019-06-27,402.698519732803,2021-12-22T04:41:27.012024Z
B,a,x,2019-06-28,439.780632872134,2021-12-22T04:41:27.012024Z
B,a,x,2019-06-29,475.700701214373,2021-12-22T04:41:27.012024Z
B,a,x,2019-06-30,371.465175133199,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-01,223.860605154186,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-02,158.581512980163,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-03,159.217539895326,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-04,233.103159256279,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-05,394.750934280455,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-06,123.222822416574,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-07,425.571134313941,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-08,148.649308457971,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-09,129.637924861163,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-10,141.521219164133,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-11,377.462126407772,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-12,273.368183430284,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-13,111.696090735495,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-14,364.725689589977,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-15,216.039979364723,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-16,149.585010483861,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-17,109.216288104653,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-18,185.522709041834,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-19,198.248617164791,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-20,376.056097168475,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-21,380.857972614467,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-22,428.985597938299,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-23,125.826690625399,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-24,232.068684045225,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-25,476.914994418621,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-26,488.914633728564,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-27,407.501614559442,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-28,298.409104999155,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-29,460.998355131596,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-30,107.587693911046,2021-12-22T04:41:27.012024Z
B,a,x,2019-07-31,118.838125839829,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-01,388.157786987722,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-02,380.243608541787,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-03,333.669815678149,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-04,411.969933565706,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-05,413.412589486688,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-06,467.086746636778,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-07,379.525555483997,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-08,230.598762817681,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-09,268.21360187605,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-10,342.971519753337,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-11,416.061621811241,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-12,453.413727134466,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-13,155.067836306989,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-14,230.311006680131,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-15,322.446661535651,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-16,358.364963624626,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-17,280.26913125068,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-18,211.696658469737,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-19,199.49795352295,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-20,437.759672477841,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-21,347.667652741075,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-22,357.422241289169,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-23,329.021256230772,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-24,303.170194290578,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-25,187.574239540845,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-26,155.557888466865,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-27,474.73491281271,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-28,128.073835279793,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-29,455.245086643845,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-30,147.508817352355,2021-12-22T04:41:27.012024Z
B,a,x,2019-08-31,396.940639894456,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-01,295.032344572246,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-02,324.569273833185,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-03,157.782226707786,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-04,305.710804462433,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-05,339.128892309964,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-06,480.426940042526,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-07,243.243544828147,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-08,168.708187062293,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-09,304.047014005482,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-10,487.890074588358,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-11,224.210938345641,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-12,299.831351917237,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-13,388.984822388738,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-14,128.71831888333,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-15,218.467259127647,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-16,376.96999553591,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-17,170.158234797418,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-18,407.042392808944,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-19,115.114481560886,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-20,281.368879973888,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-21,393.348849657923,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-22,397.960272803903,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-23,233.489402476698,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-24,168.133029621094,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-25,361.384536419064,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-26,210.263405088335,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-27,307.808440364897,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-28,231.817922834307,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-29,123.215706180781,2021-12-22T04:41:27.012024Z
B,a,x,2019-09-30,384.265610575676,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-01,171.564426831901,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-02,263.65539226681,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-03,186.761770304292,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-04,490.699299238622,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-05,330.833851080388,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-06,412.500382121652,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-07,469.225919619203,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-08,175.586074497551,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-09,379.210119135678,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-10,420.331388618797,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-11,343.748981691897,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-12,232.05615663901,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-13,216.316626314074,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-14,380.864691827446,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-15,498.848435562104,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-16,101.871431525797,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-17,256.838219612837,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-18,134.687213040888,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-19,448.971969820559,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-20,199.727121926844,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-21,400.560947321355,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-22,478.076015412808,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-23,436.335483659059,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-24,218.784319236875,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-25,181.200228631496,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-26,415.981466788799,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-27,457.881890889257,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-28,481.049786228687,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-29,122.789454460144,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-30,465.601885318756,2021-12-22T04:41:27.012024Z
B,a,x,2019-10-31,167.434043716639,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-01,424.207457061857,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-02,102.430355548859,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-03,451.064596232027,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-04,178.862026054412,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-05,436.728696431965,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-06,173.265999462456,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-07,171.339396201074,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-08,103.675125539303,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-09,193.263165000826,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-10,182.251897547394,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-11,128.014262672514,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-12,463.718303386122,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-13,327.504244446754,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-14,291.78080810234,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-15,362.367078848183,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-16,477.143499441445,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-17,194.925345294178,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-18,190.469031780958,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-19,367.166304215789,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-20,190.424034371972,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-21,373.760106507689,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-22,370.456447266042,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-23,117.551496531814,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-24,454.749862942845,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-25,218.659883085638,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-26,351.546839717776,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-27,482.361295074225,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-28,349.784626532346,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-29,183.313346095383,2021-12-22T04:41:27.012024Z
B,a,x,2019-11-30,363.59046259895,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-01,218.728762492538,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-02,189.549576956779,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-03,232.355993334204,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-04,295.146420225501,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-05,368.186447769403,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-06,393.206786923111,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-07,112.727484852076,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-08,433.925281651318,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-09,219.993825722486,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-10,114.799043629318,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-11,168.570529017597,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-12,276.702254358679,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-13,231.252997368574,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-14,465.499458275735,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-15,217.035726830363,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-16,358.55028051883,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-17,193.732273299247,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-18,223.721571173519,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-19,210.278324689716,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-20,251.146212499589,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-21,416.53799675405,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-22,386.411240138114,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-23,156.464511714876,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-24,278.695607464761,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-25,376.433610357344,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-26,435.170033015311,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-27,463.965607248247,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-28,392.861821316183,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-29,307.650631293654,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-30,290.441764798015,2021-12-22T04:41:27.012024Z
B,a,x,2019-12-31,130.907229334116,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-01,399.981200695038,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-02,154.835941269994,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-03,315.82420533523,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-04,435.229987092316,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-05,494.938516896218,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-06,327.047288883477,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-07,395.53106771782,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-08,254.838943574578,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-09,412.420495226979,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-10,194.52757043764,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-11,371.502677444369,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-12,371.480958350003,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-13,161.261191777885,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-14,300.824319850653,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-15,265.972658619285,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-16,471.520185656846,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-17,313.906919863075,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-18,282.865833118558,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-19,313.401992060244,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-20,469.365315604955,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-21,278.008293919265,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-22,386.860101483762,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-23,427.126752212644,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-24,396.839505061507,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-25,495.869638491422,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-26,100.712449941784,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-27,224.713706504554,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-28,397.203315794468,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-29,172.163212299347,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-30,469.813212379813,2021-12-22T04:41:27.012024Z
B,a,x,2020-01-31,282.918563764542,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-01,414.561821706593,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-02,165.984851121902,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-03,148.834563605487,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-04,255.833692476153,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-05,160.358298942447,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-06,170.549673773348,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-07,123.43816542998,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-08,283.199500851333,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-09,435.138166788965,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-10,437.18006266281,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-11,171.161162108183,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-12,385.794903896749,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-13,340.474387258291,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-14,271.062542498112,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-15,215.399967785925,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-16,492.628048639745,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-17,213.189732283354,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-18,154.544698726386,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-19,186.465897317976,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-20,489.765894692391,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-21,332.876115757972,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-22,337.605419475585,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-23,168.277766183019,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-24,495.797038357705,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-25,132.442539930344,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-26,255.148861184716,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-27,279.74547687918,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-28,222.876817267388,2021-12-22T04:41:27.012024Z
B,a,x,2020-02-29,220.642161462456,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-01,416.832731664181,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-02,109.79978768155,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-03,223.826952371746,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-04,145.788407605141,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-05,229.204190336168,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-06,272.961158584803,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-07,261.489665322006,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-08,284.195381496102,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-09,103.760779462755,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-10,336.237977445126,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-11,184.91422822699,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-12,402.174193318933,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-13,125.515863578767,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-14,357.695443648845,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-15,456.89398124814,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-16,402.65496391803,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-17,372.214471269399,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-18,234.841063152999,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-19,109.54668931663,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-20,334.467724710703,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-21,283.683997299522,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-22,330.252345465124,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-23,410.6220995076,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-24,447.556961141527,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-25,310.172560717911,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-26,226.882907375693,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-27,180.417698342353,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-28,364.497415907681,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-29,459.12689100951,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-30,270.775945112109,2021-12-22T04:41:27.012024Z
B,a,x,2020-03-31,302.493779268116,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-01,224.528787750751,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-02,186.464512720704,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-03,493.96838657558,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-04,241.260694339871,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-05,281.385974958539,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-06,343.267092760652,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-07,489.323618263006,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-08,326.879187207669,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-09,235.46270141378,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-10,492.924607917666,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-11,362.671351060271,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-12,279.58970842883,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-13,481.634059082717,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-14,309.712045267224,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-15,434.220116771758,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-16,368.057298846543,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-17,322.27834193036,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-18,282.999079395086,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-19,389.604286011308,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-20,407.367030344903,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-21,178.919386677444,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-22,148.060098104179,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-23,161.495865043253,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-24,461.823950894177,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-25,232.901357952505,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-26,400.570881739259,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-27,214.87828232348,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-28,230.01282569021,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-29,282.32346046716,2021-12-22T04:41:27.012024Z
B,a,x,2020-04-30,235.221764165908,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-01,443.156533036381,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-02,355.796163156629,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-03,219.35283401981,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-04,142.416412848979,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-05,416.480637528002,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-06,168.437686562538,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-07,291.727076936513,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-08,139.054606761783,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-09,404.38952408731,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-10,191.298412997276,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-11,345.126220397651,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-12,248.791733104736,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-13,225.21940767765,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-14,246.553035546094,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-15,487.570693809539,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-16,156.048096530139,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-17,406.281336955726,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-18,418.894726596773,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-19,405.630620568991,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-20,198.225413355976,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-21,232.720735296607,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-22,252.746361400932,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-23,120.38756404072,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-24,398.344402387738,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-25,396.69237928465,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-26,179.272163659334,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-27,400.066200643778,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-28,226.822047866881,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-29,340.99658858031,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-30,305.141917616129,2021-12-22T04:41:27.012024Z
B,a,x,2020-05-31,169.949312601239,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-01,154.064322821796,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-02,387.676180060953,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-03,453.877118695527,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-04,192.239994555712,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-05,278.29418303445,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-06,441.067065298557,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-07,325.210529845208,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-08,228.523054718971,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-09,132.94127183035,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-10,482.93434754014,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-11,132.249166537076,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-12,231.766576133668,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-13,368.367229308933,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-14,393.748774938285,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-15,154.222601186484,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-16,253.209879342467,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-17,102.271673455834,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-18,486.241370905191,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-19,143.988876976073,2021-12-22T04:41:27.012024Z
B,a,x,2020-06-20,390.930688846856,2021-12-22T04:41:27.012024Z
